SMILES,LogS,MolWt,LogP,EState_VSA5,TPSA,NumHAcc,NumAromaticRings,HeavyAtomCount,RingCount,qed,NumHDonors,NOCount
c1ccc2c(c1)c3cccc4c3c2cc5ccccc54,-8.23,252.31599999999997,5.640400000000003,43.79870282464717,0.0,0.0,4.0,20.0,5.0,0.3127510250214632,0.0,0.0
O=C(Nc1ccccc1)Nc2ccccc2,-3.15,212.25199999999998,3.3306000000000013,0.0,41.13,1.0,2.0,16.0,2.0,0.7871951869249773,2.0,3.0
CCC1(C(=O)NC(=O)NC1=O)c2ccccc2 ,-2.322,232.239,0.7003999999999997,0.0,75.27000000000001,3.0,1.0,17.0,2.0,0.7368838068366228,2.0,5.0
Clc1ccc(cc1)c2cccc(Cl)c2Cl ,-6.29,257.547,5.313800000000001,0.0,0.0,0.0,2.0,15.0,2.0,0.6489454818006694,0.0,0.0
CC(C)c1ccc(NC(=O)N(C)C)cc1,-3.536,206.289,2.903500000000001,10.463361222547473,32.34,1.0,1.0,15.0,1.0,0.7924327874735378,1.0,3.0
CCN(CC)C(=O)CSc1ccc(Cl)nn1,-1.716,259.762,2.0904999999999996,11.761884949391115,46.09,4.0,1.0,16.0,1.0,0.7599914941410489,0.0,4.0
CCC(C)(C)CO,-1.04,102.17699999999998,1.4149,0.0,20.23,1.0,0.0,7.0,0.0,0.5586541703076433,1.0,1.0
CCCOC(=O)CCC,-1.75,130.18699999999998,1.7397,0.0,26.3,2.0,0.0,9.0,0.0,0.5416729314973412,0.0,2.0
Cc1c(cc(cc1N(=O)=O)N(=O)=O)N(=O)=O,-3.22,227.13199999999998,1.7196200000000006,6.923737199690624,129.42000000000002,6.0,1.0,16.0,1.0,0.5701986965935285,0.0,9.0
CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)c1ccccc1,-4.2,397.52400000000006,3.7726000000000024,11.38172479611316,64.63,6.0,1.0,23.0,1.0,0.4788922076525895,1.0,5.0
C1CCCCCC1,-3.51,98.18900000000001,2.7307000000000015,44.94575136048208,0.0,0.0,0.0,7.0,1.0,0.4085406794096017,0.0,0.0
CCCOC=O,-0.49,88.10599999999998,0.5694,0.0,26.3,2.0,0.0,6.0,0.0,0.37212291456454344,0.0,2.0
CC(C)c1ccccc1C,-3.76,134.22199999999995,3.118420000000002,11.126902983393991,0.0,0.0,1.0,10.0,1.0,0.5532584920101851,0.0,0.0
Nc1cccc(Cl)c1,-1.37,127.574,1.9222,0.0,26.02,1.0,1.0,8.0,1.0,0.5297860823199099,1.0,1.0
CC(C)CC(C)C,-4.26,100.20499999999998,2.6885000000000012,6.4208216229260096,0.0,0.0,0.0,7.0,0.0,0.5001817914751358,0.0,0.0
o1c2ccccc2c3ccccc13,-4.6,168.195,3.586000000000002,10.772448428929591,13.14,1.0,3.0,13.0,3.0,0.4996349153585699,0.0,1.0
CCOC2Oc1ccc(OS(C)(=O)=O)cc1C2(C)C,-3.42,286.34900000000005,2.0576,0.0,61.830000000000005,5.0,1.0,19.0,2.0,0.7927974244467024,0.0,5.0
CN(C)C(=O)Nc1cccc(c1)C(F)(F)F,-3.43,232.20499999999996,2.7989000000000006,31.127987833128078,32.34,1.0,1.0,16.0,1.0,0.7928812498481534,1.0,3.0
c3ccc2nc1ccccc1cc2c3,-3.67,179.22199999999998,3.3880000000000017,10.772448428929591,12.89,1.0,3.0,14.0,3.0,0.4818975761182924,0.0,1.0
CC12CC(=O)C3C(CCC4=CC(=O)CCC34C)C2CCC1(O)C(=O)CO,-3.11,360.45000000000016,1.9898000000000002,0.0,91.67,5.0,0.0,26.0,4.0,0.7856923773821716,2.0,5.0
OCC1OC(O)C(O)C(O)C1O,0.74,180.156,-3.2214000000000005,0.0,110.38000000000001,6.0,0.0,12.0,1.0,0.29015285452995804,5.0,6.0
Cc1cccc(O)c1,-0.68,108.13999999999999,1.7006199999999998,0.0,20.23,1.0,1.0,8.0,1.0,0.5359354364287862,1.0,1.0
CC2Cc1ccccc1N2NC(=O)c3ccc(Cl)c(c3)S(N)(=O)=O ,-3.586,365.84200000000004,2.0834,18.19910120538483,92.5,4.0,2.0,24.0,3.0,0.8705249450646535,2.0,6.0
CCC(C)C(=O)OC2CC(C)C=C3C=CC(C)C(CCC1CC(O)CC(=O)O1)C23 ,-6.005,404.54700000000025,4.195500000000004,5.573104530069267,72.83,5.0,0.0,29.0,3.0,0.671999391844661,1.0,5.0
O=N(=O)c1ccc(cc1)N(=O)=O,-3.39,168.10799999999995,1.503,0.0,86.28,4.0,1.0,12.0,1.0,0.49411926294389913,0.0,6.0
CCC1(C(=O)NC(=O)NC1=O)C2=CCC3CCC2C3,-2.696,262.30899999999997,1.4951999999999999,6.4208216229260096,75.27000000000001,3.0,0.0,19.0,3.0,0.584600641278881,2.0,5.0
CCCCCCCCCC(=O)OCC,-4.1,200.32199999999997,3.6902000000000026,38.524929737556064,26.3,2.0,0.0,14.0,0.0,0.4189045446011191,0.0,2.0
CN(C)C(=O)Nc1ccccc1,-1.6,164.208,1.7801,4.899909730850478,32.34,1.0,1.0,12.0,1.0,0.6737800381048139,1.0,3.0
CCCOCC,-0.66,88.14999999999999,1.4329,0.0,9.23,1.0,0.0,6.0,0.0,0.474106795831282,0.0,1.0
CC(C)O,0.43,60.096000000000004,0.38710000000000006,0.0,20.23,1.0,0.0,4.0,0.0,0.42840479403162834,1.0,1.0
Cc1ccc2ccccc2c1,-3.77,142.201,3.148220000000001,16.335899920626588,0.0,0.0,2.0,11.0,2.0,0.5297256591150028,0.0,0.0
ClC(Br)Br,-1.9,208.28,2.2986000000000004,0.0,0.0,0.0,0.0,4.0,0.0,0.5358007427108058,0.0,0.0
CCC(C(CC)c1ccc(O)cc1)c2ccc(O)cc2,-4.43,270.372,4.785200000000005,11.126902983393991,40.46,2.0,2.0,20.0,2.0,0.8200551330488967,2.0,2.0
CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,-3.37,330.3640000000001,2.1218000000000004,14.219595082555067,71.06,8.0,0.0,19.0,0.0,0.4701971932858886,0.0,6.0
ClCc1ccccc1,-2.39,126.58599999999996,2.4254000000000007,5.563451491696996,0.0,0.0,1.0,8.0,1.0,0.5073287414395534,0.0,0.0
C/C=C/C=O,0.32,70.09100000000001,0.7614000000000001,6.076020106833881,17.07,1.0,0.0,5.0,0.0,0.32859625570390477,0.0,1.0
CON(C)C(=O)Nc1ccc(Br)c(Cl)c1,-3.924,293.548,3.127600000000002,14.157469523954724,41.57,2.0,1.0,15.0,1.0,0.8512572101728574,1.0,4.0
Cc1c2ccccc2c(C)c3ccccc13,-6.57,206.28799999999998,4.609840000000004,32.671799841253176,0.0,0.0,3.0,16.0,3.0,0.4710734601666233,0.0,0.0
CCCCCC(=O)OC,-1.87,130.18699999999998,1.7397,7.109797541277533,26.3,2.0,0.0,9.0,0.0,0.42771974072641583,0.0,2.0
CN(C)C(=O)Nc1ccc(c(Cl)c1)n2nc(oc2=O)C(C)(C)C,-4.328,338.79500000000013,2.8699000000000012,4.899909730850478,80.37,5.0,2.0,23.0,2.0,0.912567009930771,1.0,7.0
CC(=O)Nc1ccc(F)cc1,-1.78,153.156,1.7840999999999998,31.18920547353706,29.1,1.0,1.0,11.0,1.0,0.6542396201198041,1.0,2.0
CCc1cccc(CC)c1N(COC)C(=O)CCl ,-3.26,269.77199999999993,2.9871000000000016,0.0,29.54,2.0,1.0,18.0,1.0,0.5869316273905796,0.0,3.0
C1CCC=CC1,-2.59,82.146,2.1166,25.683286491704038,0.0,0.0,0.0,6.0,1.0,0.39251341262716427,0.0,0.0
CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C2CCC1(O)C(=O)CO,-3.09,362.4660000000002,1.7815999999999996,5.573104530069267,94.83,5.0,0.0,26.0,4.0,0.6960164410604959,3.0,5.0
c1cncnc1,1.1,80.08999999999999,0.4765999999999999,6.3273200747645415,25.78,2.0,1.0,6.0,1.0,0.4525571430979931,0.0,2.0
Clc1ccc(cc1)N(=O)=O,-2.92,157.55599999999998,2.2482000000000006,24.26546827384644,43.14,2.0,1.0,10.0,1.0,0.46360210314198946,0.0,3.0
CCC(=O)OC,-0.14,88.106,0.5694,7.109797541277533,26.3,2.0,0.0,6.0,0.0,0.43785087777866244,0.0,2.0
Clc1ccccc1N(=O)=O,-2.55,157.55599999999998,2.2481999999999998,12.13273413692322,43.14,2.0,1.0,10.0,1.0,0.46360210314198946,0.0,3.0
CCCCN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-4.77,275.179,4.257200000000004,0.0,32.34,1.0,1.0,17.0,1.0,0.8745091815553022,1.0,3.0
CN1CC(O)N(C1=O)c2nnc(s2)C(C)(C)C,-1.877,256.33099999999996,1.0257999999999998,21.136605339635693,69.56,5.0,1.0,17.0,2.0,0.8143374719013527,1.0,6.0
O=N(=O)c1ccccc1,-1.8,123.11099999999996,1.5948,12.13273413692322,43.14,2.0,1.0,9.0,1.0,0.4200757446342406,0.0,3.0
Ic1ccccc1,-3.01,204.01000000000002,2.2912,3.5701822710653963,0.0,0.0,1.0,7.0,1.0,0.5684170940246587,0.0,0.0
CC2Nc1cc(Cl)c(cc1C(=O)N2c3ccccc3C)S(N)(=O)=O ,-3.78,365.8420000000001,2.7141199999999994,12.13273413692322,92.5,4.0,2.0,24.0,3.0,0.8553020577996141,2.0,6.0
COc1ccccc1OCC(O)COC(N)=O,-0.985,241.24299999999994,0.5302000000000002,7.109797541277533,91.00999999999999,5.0,1.0,17.0,1.0,0.7576670999945839,2.0,6.0
CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC ,-4.19,311.85300000000007,4.1574000000000035,0.0,29.54,2.0,1.0,21.0,1.0,0.38922809246015416,0.0,3.0
Oc1cccc(Cl)c1Cl,-1.3,163.003,2.699,6.06636706846161,20.23,1.0,1.0,9.0,1.0,0.6227397221533862,1.0,1.0
CCCC(=O)OC,-1.92,102.13299999999998,0.9595,7.109797541277533,26.3,2.0,0.0,7.0,0.0,0.485245073645189,0.0,2.0
CCC(=O)Nc1ccc(Cl)c(Cl)c1,-3.0,218.08299999999997,3.3419000000000016,0.0,29.1,1.0,1.0,13.0,1.0,0.8096716543147999,1.0,2.0
Nc3nc(N)c2nc(c1ccccc1)c(N)nc2n3,-2.404,253.26900000000003,0.8334000000000001,0.0,129.62,7.0,3.0,19.0,3.0,0.5851791059173755,3.0,7.0
CCCCCC(=O)OCC,-2.35,144.21399999999997,2.1298000000000004,0.0,26.3,2.0,0.0,10.0,0.0,0.43617381067213673,0.0,2.0
OCC(O)C2OC1OC(OC1C2O)C(Cl)(Cl)Cl ,-1.84,309.529,-0.46289999999999937,0.0,88.38000000000001,6.0,0.0,17.0,2.0,0.5982051890137444,3.0,6.0
CN(C=Nc1ccc(C)cc1C)C=Nc2ccc(C)cc2C,-5.47,293.41400000000004,4.871880000000004,22.253805966787983,27.96,2.0,2.0,22.0,2.0,0.5834394447063072,0.0,3.0
COc1nc(NC(C)C)nc(NC(C)C)n1,-2.478,225.296,1.5208,7.109797541277533,71.96000000000001,6.0,1.0,16.0,1.0,0.79128428705194,2.0,6.0
CCCCCCC=C,-4.44,112.216,3.142800000000002,32.10410811463005,0.0,0.0,0.0,8.0,0.0,0.37835862251165964,0.0,0.0
Cc1ccc(N)cc1,-1.21,107.156,1.5772199999999998,5.563451491696996,26.02,1.0,1.0,8.0,1.0,0.5002819996278854,1.0,1.0
Nc1nccs1 ,-0.36,100.14599999999999,0.7253000000000001,11.336785877934737,38.91,3.0,1.0,6.0,1.0,0.5215253330648401,1.0,2.0
c1ccccc1(OC(=O)NC),-1.803,151.165,1.4048,7.04767198267719,38.33,2.0,1.0,11.0,1.0,0.6584875447006162,1.0,3.0
CCCC(O)CC,-0.8,102.17699999999999,1.5574,0.0,20.23,1.0,0.0,7.0,0.0,0.5729664843005482,1.0,1.0
c3ccc2c(O)c1ccccc1cc2c3 ,-4.73,194.23299999999998,3.6986000000000017,0.0,20.23,1.0,3.0,15.0,3.0,0.540858097607516,1.0,1.0
Cc1ccc2cc3ccccc3cc2c1,-6.96,192.261,4.301420000000002,27.10834834955618,0.0,0.0,3.0,15.0,3.0,0.4656830848993307,0.0,0.0
Cc1cccc(C)c1C,-3.2,120.195,2.611860000000001,16.690354475090988,0.0,0.0,1.0,9.0,1.0,0.4933927122974484,0.0,0.0
CNC(=O)Oc1ccc(N(C)C)c(C)c1,-2.36,208.26099999999997,1.77922,7.04767198267719,41.57,3.0,1.0,15.0,1.0,0.8050895773277172,1.0,4.0
CCCCCCCC(C)O,-2.74,144.258,2.727700000000002,32.10410811463005,20.23,1.0,0.0,10.0,0.0,0.5682059195571066,1.0,1.0
CN(C(=O)NC(C)(C)c1ccccc1)c2ccccc2,-3.35,268.36,3.767700000000003,0.0,32.34,1.0,2.0,20.0,2.0,0.9026419639965343,1.0,3.0
CCCC(=O)CC,-0.83,100.16099999999999,1.7656,0.0,17.07,1.0,0.0,7.0,0.0,0.5278529243600644,0.0,1.0
Oc1c(Br)cc(C#N)cc1Br ,-3.33,276.91499999999996,2.78888,0.0,44.019999999999996,2.0,1.0,11.0,1.0,0.7919221876452162,1.0,2.0
Clc1ccc(cc1Cl)c2ccccc2 ,-6.39,223.102,4.660400000000002,0.0,0.0,0.0,2.0,14.0,2.0,0.6589511753025439,0.0,0.0
CN(C(=O)COc1nc2ccccc2s1)c3ccccc3,-4.873,298.367,3.3381000000000016,11.336785877934737,42.43000000000001,4.0,3.0,21.0,3.0,0.7416506042768993,0.0,4.0
Oc1cccc2ncccc12 ,-2.54,145.161,1.9404,0.0,33.120000000000005,2.0,2.0,11.0,2.0,0.6141033567827179,1.0,2.0
CC1=C(SCCO1)C(=O)Nc2ccccc2,-3.14,235.30800000000002,2.620000000000001,0.0,38.33,3.0,1.0,16.0,2.0,0.8559831331205646,1.0,3.0
CCOc2ccc1nc(sc1c2)S(N)(=O)=O ,-3.81,258.324,1.3424,0.0,82.28,5.0,2.0,16.0,2.0,0.9002834195387214,1.0,5.0
Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,-4.28,266.33799999999997,4.6592,0.0,20.23,1.0,1.0,12.0,1.0,0.5346401235008618,1.0,1.0
ClCBr,-0.89,129.384,1.5776,0.0,0.0,0.0,0.0,3.0,0.0,0.4357075621383731,0.0,0.0
CCC1(CC)C(=O)NC(=O)N(C)C1=O ,-2.23,198.22199999999998,0.5009999999999999,7.04767198267719,66.48,3.0,0.0,14.0,1.0,0.6569080951365892,1.0,5.0
CC(=O)OCC(=O)C3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C ,-4.63,372.5050000000002,4.266700000000004,12.496841729759891,60.440000000000005,4.0,0.0,27.0,4.0,0.6943873137939288,0.0,4.0
NC(=O)NCc1ccccc1 ,-0.95,150.18099999999998,0.8548999999999998,0.0,55.120000000000005,1.0,1.0,11.0,1.0,0.6449100055350842,2.0,3.0
CN(C)C(=O)Nc1ccc(C)c(Cl)c1,-3.483,212.67999999999998,2.7419200000000012,4.899909730850478,32.34,1.0,1.0,14.0,1.0,0.7629960812555915,1.0,3.0
CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-3.592,249.09699999999998,3.0185000000000013,14.157469523954724,41.57,2.0,1.0,15.0,1.0,0.8182421638748345,1.0,4.0
OC1CCCCCC1,-0.88,114.188,1.7015,25.683286491704038,20.23,1.0,0.0,8.0,1.0,0.4751221164476329,1.0,1.0
CS(=O)(=O)c1ccc(cc1)C(O)C(CO)NC(=O)C(Cl)Cl ,-2.154,356.2270000000001,0.40430000000000027,24.26546827384644,103.70000000000002,5.0,1.0,21.0,1.0,0.6406363565705827,3.0,6.0
CCCC(C)C1(CC)C(=O)NC(=S)NC1=O ,-3.36,242.34400000000002,1.3498999999999999,0.0,58.2,3.0,0.0,16.0,1.0,0.5777126778981032,2.0,4.0
CC(=O)Nc1nnc(s1)S(N)(=O)=O ,-2.36,222.251,-0.8561000000000003,6.923737199690624,115.03999999999999,6.0,1.0,13.0,1.0,0.6318586926732331,2.0,7.0
Oc1ccc(cc1)N(=O)=O,-0.74,139.10999999999999,1.3003999999999998,24.26546827384644,63.37,3.0,1.0,10.0,1.0,0.47072821158342537,1.0,4.0
ClC1=C(Cl)C2(Cl)C3C4CC(C=C4)C3C1(Cl)C2(Cl)Cl,-6.307,364.914,5.270200000000002,0.0,0.0,0.0,0.0,18.0,4.0,0.31183045811965626,0.0,0.0
C1CCOC1,0.49,72.107,0.7968,12.841643245852019,9.23,1.0,0.0,5.0,1.0,0.41093760104934907,0.0,1.0
Nc1ccccc1N(=O)=O,-1.96,138.126,1.177,12.13273413692322,69.16,3.0,1.0,10.0,1.0,0.35954360900709126,1.0,4.0
Clc1cccc(c1Cl)c2cccc(Cl)c2Cl,-7.28,291.99199999999996,5.967200000000002,0.0,0.0,0.0,2.0,16.0,2.0,0.6072884054188123,0.0,0.0
CCCCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3 ,-3.81,308.38100000000003,3.7878000000000025,10.017825047909064,40.620000000000005,2.0,2.0,23.0,3.0,0.7885515763199019,0.0,4.0
Cc1c(cccc1N(=O)=O)N(=O)=O,-3.0,182.135,1.8114200000000005,25.122838405075452,86.28,4.0,1.0,13.0,1.0,0.5150434173626992,0.0,6.0
CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,-4.42,314.46900000000005,4.723500000000005,31.256391021773304,34.14,2.0,0.0,23.0,4.0,0.7013194281770767,0.0,2.0
CCN(CC)c1nc(Cl)nc(n1)N(CC)CC,-4.411,257.76899999999995,2.2173999999999996,0.0,45.150000000000006,5.0,1.0,17.0,1.0,0.7819990320338959,0.0,5.0
ClC(Cl)C(Cl)(Cl)SN2C(=O)C1CC=CCC1C2=O ,-5.4,349.06600000000014,3.520900000000001,0.0,37.38,3.0,0.0,18.0,2.0,0.3386927483135365,0.0,3.0
c1(Br)c(Br)cc(Br)cc1,-4.5,314.802,3.974100000000001,0.0,0.0,0.0,1.0,9.0,1.0,0.6355810932040739,0.0,0.0
OC3N=C(c1ccccc1)c2cc(Cl)ccc2NC3=O ,-3.952,286.718,2.4478999999999997,0.0,61.690000000000005,3.0,2.0,20.0,3.0,0.84572924577293,2.0,4.0
O=C1NC(=O)NC(=O)C1(C(C)CCC)CC=C,-2.356,238.28699999999995,1.3510999999999993,0.0,75.27000000000001,3.0,0.0,17.0,1.0,0.5604883600608828,2.0,5.0
c1(O)c(C)ccc(C(C)C)c1,-2.08,150.22099999999998,2.824020000000001,5.563451491696996,20.23,1.0,1.0,11.0,1.0,0.652274035834769,1.0,1.0
C1SC(=S)NC1(=O),-1.77,133.197,0.13429999999999997,11.761884949391115,29.1,3.0,0.0,7.0,1.0,0.476314642526396,1.0,2.0
Oc1ccc(c(O)c1)c3oc2cc(O)cc(O)c2c(=O)c3O ,-3.083,302.23800000000006,1.9879999999999995,12.13273413692322,131.35999999999999,7.0,3.0,22.0,3.0,0.4641462735466258,5.0,7.0
ClC1(C(=O)C2(Cl)C3(Cl)C14Cl)C5(Cl)C2(Cl)C3(Cl)C(Cl)(Cl)C45Cl,-5.259,490.6390000000001,4.6182,0.0,17.07,1.0,0.0,21.0,6.0,0.4532230569500594,0.0,1.0
CCN(CC)C(=S)SSC(=S)N(CC)CC,-4.86,296.5520000000001,3.6212000000000026,0.0,6.48,4.0,0.0,16.0,0.0,0.5731348904238734,0.0,2.0
C1CCCCC1,-3.1,84.162,2.3406000000000002,38.524929737556064,0.0,0.0,0.0,6.0,1.0,0.42231618686094674,0.0,0.0
ClC1=C(Cl)C(Cl)(C(=C1Cl)Cl)C2(Cl)C(=C(Cl)C(=C2Cl)Cl)Cl,-7.278,474.64,7.725599999999999,0.0,0.0,0.0,0.0,20.0,2.0,0.34126206908132656,0.0,0.0
CN(C)C=Nc1ccc(Cl)cc1C,-2.86,196.68099999999998,2.8698200000000007,0.0,15.6,1.0,1.0,13.0,1.0,0.5247971770981512,0.0,2.0
CC34CCc1c(ccc2cc(O)ccc12)C3CCC4=O,-5.24,266.34,3.9444000000000026,16.513127197858786,37.3,2.0,2.0,20.0,4.0,0.7837272541594562,1.0,2.0
CCCCCCCCO,-2.39,130.23100000000002,2.3392000000000013,32.10410811463005,20.23,1.0,0.0,9.0,0.0,0.5470483699238978,1.0,1.0
CCSCC,-1.34,90.191,1.7593999999999999,11.505707213493578,0.0,1.0,0.0,5.0,0.0,0.49758469456353943,0.0,0.0
ClCCCl,-1.06,98.96000000000001,1.464,0.0,0.0,0.0,0.0,4.0,0.0,0.4363042365257152,0.0,0.0
CCC(C)(C)Cl,-2.51,106.59599999999999,2.4138,0.0,0.0,0.0,0.0,6.0,0.0,0.45063884227737705,0.0,0.0
ClCCBr,-1.32,143.411,1.6200999999999999,0.0,0.0,0.0,0.0,4.0,0.0,0.4894753713344571,0.0,0.0
Nc1ccc(cc1)N(=O)=O,-2.37,138.126,1.177,24.26546827384644,69.16,3.0,1.0,10.0,1.0,0.35954360900709126,1.0,4.0
OCC1OC(OC2C(O)C(O)C(O)OC2CO)C(O)C(O)C1O,-0.244,342.297,-5.397199999999993,0.0,189.52999999999997,11.0,0.0,23.0,2.0,0.24325846760776557,8.0,11.0
CCN2c1ncccc1N(CC)C(=O)c3cccnc23 ,-2.86,268.32,2.614700000000001,0.0,49.330000000000005,4.0,2.0,20.0,3.0,0.8397415702559803,0.0,5.0
Clc1ccccc1,-2.38,112.55899999999997,2.34,0.0,0.0,0.0,1.0,7.0,1.0,0.48338332636819975,0.0,0.0
CCCCCCCC=C,-5.05,126.243,3.5329000000000024,38.524929737556064,0.0,0.0,0.0,9.0,0.0,0.37701964862354936,0.0,0.0
Brc1ccc(I)cc1,-4.56,282.90599999999995,3.053700000000001,3.5701822710653963,0.0,0.0,1.0,8.0,1.0,0.6418429148457854,0.0,0.0
CCC(C)(O)CC,-0.36,102.17699999999998,1.5574,0.0,20.23,1.0,0.0,7.0,0.0,0.5606097975915726,1.0,1.0
CCCCCc1ccccc1,-4.64,148.249,3.4193000000000024,31.246737983401033,0.0,0.0,1.0,11.0,1.0,0.5738222812418071,0.0,0.0
NC(=O)NC1NC(=O)NC1=O ,-1.6,158.117,-2.1798,0.0,113.32,3.0,0.0,11.0,1.0,0.3251381485928126,4.0,7.0
OCC(O)COC(=O)c1ccccc1Nc2ccnc3cc(Cl)ccc23,-4.571,372.80800000000016,3.141800000000001,0.0,91.67999999999999,6.0,3.0,26.0,3.0,0.575646202626094,3.0,6.0
ClC(Cl)C(c1ccc(Cl)cc1)c2ccc(Cl)cc2,-7.2,320.04600000000005,5.929000000000003,0.0,0.0,0.0,2.0,18.0,2.0,0.6150214671313036,0.0,0.0
CC(=O)OC3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C ,-5.184,330.4680000000001,4.450000000000004,24.835569398847294,43.370000000000005,3.0,0.0,24.0,4.0,0.6671621224563948,0.0,3.0
Clc1cccc2ccccc12,-3.93,162.61899999999997,3.4932000000000016,5.386224214464796,0.0,0.0,2.0,11.0,2.0,0.5564479696593142,0.0,0.0
CCN2c1ccccc1N(C)C(=O)c3ccccc23 ,-4.749,252.31699999999995,3.4346000000000023,0.0,23.55,2.0,2.0,19.0,3.0,0.7759087061479767,0.0,3.0
CCCCC(C)O,-0.89,102.17699999999998,1.5574,6.4208216229260096,20.23,1.0,0.0,7.0,0.0,0.5729664843005482,1.0,1.0
CCCC1CCCC1,-4.74,112.21600000000001,2.976700000000002,38.524929737556064,0.0,0.0,0.0,8.0,1.0,0.5148636044218412,0.0,0.0
CCOC(=O)c1cncn1C(C)c2ccccc2,-4.735,244.294,2.669100000000001,6.196843571613076,44.12,4.0,2.0,18.0,2.0,0.776550261358108,0.0,4.0
Oc1ccc(Cl)c(Cl)c1,-1.25,163.00300000000001,2.6990000000000007,12.13273413692322,20.23,1.0,1.0,9.0,1.0,0.6227397221533864,1.0,1.0
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,-8.017,416.30400000000014,6.177980000000004,0.0,59.32000000000001,4.0,2.0,28.0,3.0,0.5280467981025629,0.0,4.0
c2ccc1ocnc1c2,-1.16,119.12299999999998,1.8277999999999999,6.393639498790523,26.03,2.0,2.0,9.0,2.0,0.5283477685064296,0.0,2.0
CCCCCO,-0.6,88.14999999999999,1.1689,6.4208216229260096,20.23,1.0,0.0,6.0,0.0,0.513281356352027,1.0,1.0
CCN(CC)c1ccccc1,-3.03,149.237,2.532800000000001,5.687386274683562,3.24,1.0,1.0,11.0,1.0,0.6380073577226646,0.0,1.0
Fc1cccc(F)c1,-2.0,114.094,1.9648,18.19910120538483,0.0,0.0,1.0,8.0,1.0,0.48329650295627957,0.0,0.0
ClCCC#N ,-0.29,89.525,1.1388800000000001,0.0,23.79,1.0,0.0,5.0,0.0,0.4421505730341156,0.0,1.0
CC(C)(C)Cc1ccccc1,-4.15,148.249,3.2752000000000017,5.563451491696996,0.0,0.0,1.0,11.0,1.0,0.5730530758339082,0.0,0.0
O=C1NC(=O)NC(=O)C1(CC)c1ccccc1,-2.322,232.239,0.7003999999999997,0.0,75.27000000000001,3.0,1.0,17.0,2.0,0.7368838068366228,2.0,5.0
Clc1ccccc1I,-3.54,238.45499999999998,2.9446000000000003,0.0,0.0,0.0,1.0,8.0,1.0,0.6097329936321872,0.0,0.0
c2ccc1[nH]nnc1c2,-0.78,119.127,0.9578999999999998,0.0,41.57,2.0,2.0,9.0,2.0,0.5607362152362961,1.0,3.0
CNC(=O)Oc1cccc2CC(C)(C)Oc12,-2.8,221.25599999999994,2.1183,7.04767198267719,47.56,3.0,1.0,16.0,2.0,0.7897378652008402,1.0,4.0
Cc1cccc(C)c1O,-1.29,122.16699999999999,2.00904,0.0,20.23,1.0,1.0,9.0,1.0,0.5577043959706656,1.0,1.0
CC(C)C(C)O,-0.18,88.14999999999999,1.0231999999999999,0.0,20.23,1.0,0.0,6.0,0.0,0.5071274449100523,1.0,1.0
c1ccccc1C(O)c2ccccc2,-2.55,184.238,2.768300000000001,0.0,20.23,1.0,2.0,14.0,2.0,0.7604808075139262,1.0,1.0
CCCCCCCCCC(=O)OC,-4.69,186.295,3.3001000000000023,45.634727278833594,26.3,2.0,0.0,13.0,0.0,0.42922080340937335,0.0,2.0
COP(=S)(OC)Oc1ccc(cc1Cl)N(=O)=O,-4.31,297.656,3.144300000000002,32.418696287939895,70.83000000000001,6.0,1.0,17.0,1.0,0.47218600872750705,0.0,6.0
CC(C)CBr,-2.43,137.01999999999998,2.0373,0.0,0.0,0.0,0.0,5.0,0.0,0.48480705334545643,0.0,0.0
CCI,-1.6,155.966,1.4413,4.42755240229441,0.0,0.0,0.0,3.0,0.0,0.3673267500017498,0.0,0.0
CN(C)C(=O)Oc1nc(nc(C)c1C)N(C)C,-1.95,238.29099999999997,1.2198399999999998,4.899909730850478,58.56000000000001,5.0,1.0,17.0,1.0,0.7749930695325801,0.0,6.0
CCCCCCBr,-3.81,165.074,2.9616000000000016,31.013376138765466,0.0,0.0,0.0,7.0,0.0,0.4433511649860914,0.0,0.0
CCCC(C)C,-3.74,86.178,2.442500000000001,12.841643245852019,0.0,0.0,0.0,6.0,0.0,0.4838902980848686,0.0,0.0
Cc1c(F)c(F)c(COC(=O)C2C(C=C(Cl)C(F)(F)F)C2(C)C)c(F)c1F,-7.321,418.7360000000001,5.551820000000002,13.847474399381248,26.3,2.0,1.0,27.0,2.0,0.36380469378997315,0.0,2.0
CCc1cccc(C)c1N(C(C)COC)C(=O)CCl ,-2.73,283.7989999999999,3.1641200000000014,0.0,29.54,2.0,1.0,19.0,1.0,0.7507170326024228,0.0,3.0
